"lon"	"lat"	"201610010012"	"201610010027"	"201610010042"	"201610010057"	"201610010112"	"201610010127"	"201610010142"	"201610010157"	"201610010212"	"201610010227"	"201610010242"	"201610010257"	"201610010312"	"201610010327"	"201610010342"	"201610010357"	"201610010412"	"201610010427"	"201610010442"	"201610010457"	"201610010512"	"201610010527"	"201610010542"	"201610010557"	"201610010612"	"201610010627"	"201610010642"	"201610010657"	"201610010712"	"201610010727"	"201610010742"	"201610010757"	"201610010812"	"201610010827"	"201610010842"	"201610010857"	"201610010912"	"201610010927"	"201610010942"	"201610010957"	"201610011012"	"201610011027"	"201610011042"	"201610011057"	"201610011112"	"201610011127"	"201610011142"	"201610011157"	"201610011212"	"201610011227"	"201610011242"	"201610011257"	"201610011312"	"201610011327"	"201610011342"	"201610011357"	"201610011412"	"201610011427"	"201610011442"	"201610011457"	"201610011512"	"201610011527"	"201610011542"	"201610011557"	"201610011612"	"201610011627"	"201610011642"	"201610011657"	"201610011712"	"201610011727"	"201610011742"	"201610011757"	"201610011812"	"201610011827"	"201610011842"	"201610011857"	"201610011912"	"201610011927"	"201610011942"	"201610011957"	"201610012012"	"201610012027"	"201610012042"	"201610012057"	"201610012112"	"201610012127"	"201610012142"	"201610012157"	"201610012212"	"201610012227"	"201610012242"	"201610012257"	"201610012312"	"201610012342"	"201610012357"
9.6	43.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0022374449763447	0.000644447864033282	0.000644507177639753	0.000222327536903322	4.87616707687266e-05	NA	NA	4.88779478473589e-05	0.000347020628396422	2.86129070445895e-05	NA	5.46119408681989e-05	NA	5.48398675164208e-05	NA	3.77927099179942e-05	3.66001368092839e-05	8.07073811301962e-05	6.90242231939919e-05	4.70900849904865e-05	3.94645358028356e-05	3.0403361961362e-05	4.51836676802486e-05	NA	NA	NA	NA	NA	NA
9.6	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8815635535866e-05	3.64801126124803e-05	0.000287061702692881	0.00077843910548836	0.000528874166775495	0.000287058181129396	0.000222866830881685	6.59866564092226e-05	6.59280485706404e-05	NA	0.000160040857736021	0.000393691356293857	4.24405698140617e-05	0.000228180666454136	4.24511090386659e-05	0.000175122040673159	NA	6.09193120908458e-05	5.32894373463932e-05	9.76351002464071e-05	9.76344526861794e-05	5.32889680471271e-05	4.80476046504918e-05	4.33971727034077e-05	4.80446906294674e-05	2.8016438591294e-05	NA	NA	NA	NA	NA
9.6	44.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81360025837785e-05	0.000165822275448591	6.66403357172385e-05	8.96474521141499e-05	8.96474521141499e-05	0.000224356597755104	0.000165822188137099	3.69606059393845e-05	0.000224354313104413	0.000429692037869245	0.000288846320472658	0.00042969494825229	0.000224356204853393	6.66433043079451e-05	2.94468318315921e-05	2.94470810331404e-05	0.000310840900056064	0.000384571234462783	0.000384583254344761	0.000384581770049408	7.29596795281395e-05	0.000129940890474245	0.000207069897442125	0.0002037315571215	9.97808674583212e-05	9.98994291876443e-05	7.21240357961506e-05	6.44984829705209e-05	4.98344743391499e-05	5.19785971846431e-05	3.25463915942237e-05	NA	NA	NA	NA	NA
9.6	44.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78971256193472e-05	3.4453762054909e-05	NA	8.2137412391603e-05	3.44542240782175e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.98859580047429e-05	0.000224831062951125	0.00042998997378163	8.98858706932515e-05	0.000121002143714577	0.000120999495266005	0.000121003155072685	0.000120999859063886	0.000224771283683367	0.000351908034645021	0.000351910886820406	0.000289444462396204	0.000121002740343101	3.79702978534624e-05	NA	0.000598433311097324	0.000301959196804091	0.00057817914057523	0.000386012281524017	0.000232223290367983	0.000178339862031862	0.000131491207866929	0.000204923650017008	0.000124099562526681	0.000157596718054265	0.00012398007675074	0.00015748172882013	6.53316819807515e-05	6.53300376143306e-05	5.0904622185044e-05	3.32651252392679e-05	NA	NA	NA	NA
9.6	44.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000153543776832521	5.86537098570261e-05	3.45136286341585e-05	NA	3.74346345779486e-05	9.02500250958838e-05	0.000166419180459343	6.71178422635421e-05	NA	6.71175366733223e-05	NA	NA	NA	2.86123813566519e-05	6.71171728754416e-05	0.000352503935573623	0.000121357123134658	3.74364317394793e-05	9.02434985619038e-05	2.86159556708299e-05	6.7117260186933e-05	0.000121297620353289	0.000430347747169435	0.00029004126554355	0.000352446571923792	0.000290041498374194	8.79785948200151e-05	6.60443329252303e-05	0.000599923427216709	0.00068783963797614	0.000687851686961949	0.000483287061797455	0.000303629640256986	0.000303628825349733	0.00011027195432689	0.000158908864250407	0.000125291655422188	0.000206114898901433	0.000206115277251229	0.000206119118956849	0.000206117852940224	0.000158790120622143	7.42696429369971e-05	5.40075416211039e-05	4.37521011917852e-05	5.40041000931524e-05	NA	NA
9.7	43.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000283839646726847	6.47327105980366e-05	NA	NA	0.000220181624172255	0.00222814665175974	0.00196731323376298	0.00107258779462427	0.000423910445533693	0.000162427721079439	4.81052629766054e-05	8.72665114002302e-05	NA	0.000114920141641051	2.82552791759372e-05	3.24269894917961e-05	NA	NA	NA	NA	4.61373601865489e-05	4.61368799733464e-05	3.25468281516805e-05	5.51959456061013e-05	5.51963166799396e-05	5.11470461788122e-05	2.9807315513608e-05	4.14881797041744e-05	NA	NA	NA	NA	NA	NA
9.7	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8522895667702e-05	3.6122484743828e-05	0.000640636426396668	0.00156367069575936	0.000774385698605329	0.000525953597389162	0.000285272893961519	8.79807703313418e-05	0.000285273126792163	4.86395292682573e-05	0.000158908369485289	0.000391247565858066	NA	4.22141747549176e-05	5.48488751519471e-05	7.11715401848778e-05	7.11707107257098e-05	8.35690734675154e-05	4.27990198659245e-05	5.25739887962118e-05	9.66807783697732e-05	5.25737123098224e-05	4.28023959102575e-05	NA	4.73294348921627e-05	4.27983904955909e-05	NA	NA	NA	NA	NA
9.7	44.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000119212665595114	8.84559049154632e-05	0.000163914926815778	NA	6.56863849144429e-05	4.88778787257615e-05	NA	8.84553592186421e-05	0.000119215015729424	0.000773432315327227	0.000773432024288923	0.000639917678199708	0.000348215398844332	4.88801233586855e-05	4.88811165268999e-05	8.62500601215288e-05	6.46734260953963e-05	0.000393750960938632	0.000572087417822331	0.000381006975658238	0.000381005491362885	9.57286538323388e-05	0.000381353282136843	0.000157001995830797	9.85889637377113e-05	7.09322193870321e-05	7.08123625372536e-05	5.80573396291584e-05	6.30679714959115e-05	4.69734513899311e-05	4.69718070235103e-05	4.87588549731299e-05	NA	NA	NA	NA	NA
9.7	44.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000120045908261091	0.000164868790307082	0.000427605787990615	0.000287654082057998	8.90540541149676e-05	0.000223281065700576	0.00016487218090333	6.62827951600775e-05	0.00052738405065611	0.000349881476722658	0.000427668390329927	0.000287656323052943	4.9357953685103e-05	NA	NA	0.000310364062897861	0.000478984991787001	0.000683321733959019	0.000478995527373627	0.000300649408018216	0.000230911158723757	0.000207069897442125	0.000374916096916422	8.42836598167196e-05	8.41638029669411e-05	7.23624543752521e-05	7.23662960808724e-05	5.23378694197163e-05	5.01904578413814e-05	4.54209948657081e-05	5.23386115673929e-05	NA	NA	NA	NA
