"lon"	"lat"	"2016100100000"	"2016100100300"	"2016100101000"	"2016100101300"	"2016100102000"	"2016100102300"	"2016100103000"	"2016100103300"	"2016100104000"	"2016100104300"	"2016100105000"	"2016100105300"	"2016100106000"	"2016100106300"	"2016100107000"	"2016100107300"	"2016100108000"	"2016100108300"	"2016100109000"	"2016100109300"	"2016100110000"	"2016100110300"	"2016100111000"	"2016100111300"	"2016100112000"	"2016100112300"	"2016100113000"	"2016100113300"	"2016100114000"	"2016100114300"	"2016100115000"	"2016100115300"	"2016100116000"	"2016100116300"	"2016100117000"	"2016100117300"	"2016100118000"	"2016100118300"	"2016100119000"	"2016100119300"	"2016100120000"	"2016100120300"	"2016100121000"	"2016100121300"	"2016100122000"	"2016100122300"	"2016100123000"	"2016100123300"
10	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126724	0.242962	0.635836	1.20668	1.80078	2.15855	2.54656	2.83084	2.2945	1.92723	1.33119	1.21519	0.765375	1.90819	1.59262	1.2737	0.971641	0.911718	0.634317	1.09189	1.53599	1.50002	1.23177	0.995721	0.712352	0.412599	0.217845
10	44.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0819749	0.157166	0.411307	0.857025	1.16488	1.39733	1.64731	1.8312	1.41375	1.03484	0.702067	0.573689	0.223577	1.98558	1.71788	1.46649	1.15137	1.14027	0.904955	1.9315	2.92779	2.85923	2.34791	1.89797	1.35783	0.786466	0.41524
10	44.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00702524	0.0134691	0.035249	0.246711	0.0998304	0.12549	0.141174	0.156934	0.449215	0.583151	0.800199	1.03739	1.28253	1.52605	1.3826	1.27725	1.03359	1.0731	0.947014	2.00156	3.02503	2.95419	2.42589	1.96101	1.40293	0.812587	0.429031
10.1	43.9	0	0	0	0	0	0	0	0	0	0.0250563	0.0299589	0.0387182	0.0598927	0	0	0	0	0	0	0	0	0.17845	0.223568	0.411171	0.538273	0.647896	0.69593	0.768756	0.813543	1.37731	1.46979	1.81542	2.03882	2.55542	4.29231	3.64369	3.43971	2.90457	2.58401	0.683775	0.649561	0.618892	0.507829	0.397222	0.290149	0.174747	0.0913631	0.0670113
10.1	44	0	0	0	0	0	0	0	0	0	0.0385259	0.0498768	0.0697403	0.100062	0	0	0	0	0	0	0	0	0.0860504	0.16498	0.431756	0.813274	1.2228	1.46573	1.72921	1.92224	1.94959	1.81095	1.78717	2.00463	2.02757	4.59232	3.63994	2.7749	2.00616	1.58501	0.747832	0.710416	0.674102	0.658315	0.540589	0.436993	0.31263	0.181078	0.0956058
10.1	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12339	0.23657	0.619107	1.16618	1.75341	2.10176	2.47956	2.75636	2.1637	1.71843	1.13728	0.971049	0.473991	2.68938	2.17631	1.79339	1.24221	1.06926	0.618249	0.356794	0.103041	0.100628	0.082633	0.0667976	0.0477879	0.0276791	0.0146141
10.1	44.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0853077	0.163556	0.42803	0.809183	1.21224	1.4532	1.71429	1.90565	1.44952	1.0384	0.681629	0.531603	0.149045	1.96953	1.53173	1.25621	0.740166	0.587115	0.202276	0.80467	1.38932	1.35678	1.11415	0.900638	0.644328	0.373199	0.197042
10.1	44.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00647922	0.0124223	0.0325093	0.0801355	0.0920713	0.111108	0.130202	0.144736	0.409117	0.529974	0.726312	0.941149	1.16288	1.26769	1.00187	0.863421	0.511988	0.428313	0.194646	0.772116	1.33257	1.30137	1.06864	0.863853	0.618012	0.357957	0.188995
10.2	43.9	0	0	0	0	0	0	0	0	0	0.0312213	0.04042	0.0565174	0.08109	0	0	0	0	0	0	0	0	0.040144	0.0769661	0.201422	0.379406	0.570457	0.68379	0.806706	0.89676	1.09494	1.10248	1.25202	1.49375	1.65996	3.7206	2.95961	2.41267	1.76865	1.31765	0.64872	0.668085	0.68688	0.670794	0.550836	0.445276	0.318556	0.18451	0.097418
10.2	44	0	0	0	0	0	0	0	0	0	0.0325336	0.042119	0.058893	0.0844985	0	0	0	0	0	0	0	0	0.0502249	0.0962936	0.252002	0.474682	0.713708	0.855502	1.00928	1.12195	1.26457	1.23249	1.32883	1.55158	1.67119	2.10307	1.74722	1.50506	1.26272	0.979407	0.666599	0.683275	0.69946	0.683079	0.560924	0.453431	0.324391	0.187889	0.0992022
10.2	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104987	0.078979	0.0544471	0.0330145	0.0228621	0	0	0	0.0917701	0.175946	0.460454	0.867331	1.30408	1.56316	1.84415	2.05001	1.64969	1.30646	0.937123	0.844103	0.508359	2.40918	1.92461	1.7009	1.19234	0.87906	0.453103	0.279247	0.110513	0.107925	0.0886246	0.071641	0.0512529	0.029686	0.0156737
10.2	44.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0887175	0.170094	0.445138	0.838481	1.2607	1.51116	1.78281	1.98182	1.63489	1.26033	0.996342	0.936732	0.645762	1.94842	1.51815	1.34252	0.781628	0.589767	0.211543	0.163517	0.116905	0.114167	0.0937509	0.0757849	0.0542175	0.0314032	0.0165803
10.2	44.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292377	0.442897	0.659545	0.880748	1.12596	1.82201	1.4201	1.2246	0.70964	0.552899	0.199602	0.783987	1.35115	1.31951	1.08354	0.875898	0.626629	0.362948	0.19163
