"lon"	"lat"	"201610010000"	"201610010100"	"201610010200"	"201610010300"	"201610010400"	"201610010500"	"201610010600"	"201610010700"	"201610010800"	"201610010900"	"201610011000"	"201610011100"	"201610011200"	"201610011300"	"201610011400"	"201610011500"	"201610011600"	"201610011700"	"201610011800"	"201610011900"	"201610012000"	"201610012100"	"201610012200"	"201610012300"
9.6	43.9	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
9.6	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285647481679916	0.0912884920835495	0	0.0900571346282959	0.100940108299255	0.0931979715824127	0.567587912082672	0.0564348138868809
9.6	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0.893260717391968	0.195501416921616	0.12829627096653	0	0.741808831691742	1.21067988872528	0	0.133438482880592	0	0	2.42481184005737	0.753073811531067
9.6	44.2	0	0	0	0	0	0	0	0	0	0	0	0	1.59097242355347	0.828285992145538	0.322459608316422	1.41508388519287	0.630116045475006	1.56187438964844	1.59741854667664	0.172463580965996	0.273448824882507	2.30482649803162	3.52439880371094	3.45758318901062
9.6	44.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00000011920929	1.20000052452087	4.20000076293945	0.600000262260437	0	1.99999892711639	3.19999957084656	4.60000133514404	5.19999980926514	2.19999933242798	1.39999985694885
9.7	43.9	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
9.7	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284840106964111	1.39872598648071	0.385035425424576	0	0.111188888549805	0.218851402401924	0.237892970442772	0	0.558424532413483
9.7	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200000032782555	3.20000028610229	2.00000023841858	0.200000524520874	0.199999764561653	0.199999779462814	0	2.20000028610229	2.59999990463257
9.7	44.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100000187754631	0.0999999865889549	2.10000038146973	1.19999992847443	1.5	4.40000104904175	0	0	0.0999998152256012	1.99999940395355	6.00000047683716
9.7	44.3	0	0	0	0	0	0	0	0	0	0	0.200000002980232	0	0	0.599999845027924	0.199999704957008	1.00000023841858	0.99999988079071	0	2.59999871253967	2.99999928474426	2.00000095367432	3.80000066757202	3.40000033378601	3.20000028610229
9.8	43.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642030760645866	0.219223707914352	0	0	0	0	0	0	0.172205328941345
9.8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871679067611694	1.87870872020721	0.298856109380722	0.148769289255142	0.0525331050157547	0.231125220656395	0.118524305522442	0	1.05781173706055
9.8	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156888663768768	2.05926632881165	3.02203845977783	1.84977042675018	0.226755291223526	0.178407952189445	0	0.0855378061532974	0.348823755979538	1.87555480003357
9.8	44.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40000009536743	3	1.60000014305115	0.400000005960464	0	0.199999675154686	0	0.199999615550041	1.60000026226044
9.8	44.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135153651237488	1.21379745006561	0	0	0	0	0.0753659904003143	0
9.9	43.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159925401210785	0.40076732635498	0	0	0	0	0	0	0.290538549423218
9.9	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59488368034363	2.13863635063171	0.788037717342377	0.335602819919586	0.0622033700346947	0.365672409534454	0	1.00859463214874	1.93854308128357
9.9	44.1	0	0	0	0	0	0	0	0	0	0	0	0	7.64999866485596	2.29999971389771	0	1.34999966621399	1.99999940395355	1.20000004768372	0.100000523030758	0	0.400000125169754	0.0999999865889549	0.500000357627869	1.19999992847443
9.9	44.2	0	0	0	0	0	0	0	0	0	0	0	0	1.05910873413086	0.302808195352554	0	1.1182975769043	3.80291247367859	2.5210165977478	1.38422918319702	0.262966990470886	0.545758426189423	0.309143930673599	0.404000133275986	1.92979145050049
9.9	44.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286387860774994	0	0.220904290676117	1.33539593219757	1.6721134185791	1.77506542205811	0.918484270572662	0.0821970477700233	0.605729520320892	0.590935945510864	0.653801083564758
10	43.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451933592557907	1.07308077812195	0	0.307851731777191	0.496084421873093	0.275525629520416	0.607174575328827	0	0.736616909503937
10	44	0	0	0	0	0	0	0	0	0.0633146241307259	0	0	0	0	0	0	1.61409115791321	2.38034319877625	0.762174129486084	0.491299122571945	0.491761595010757	0.428448498249054	0.274687141180038	0.306928813457489	2.23860216140747
10	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.799998641014099	5.20000076293945	0	0.199999958276749	0.800000071525574	0.39999994635582	2.19999980926514	2.40000009536743
10	44.2	0	0	0	0	0	0	0	0	0	0	0.0733373761177063	0	0.222655713558197	0.0608203485608101	0	0.670555114746094	6.07175350189209	3.55783414840698	1.80255520343781	0	0.746253192424774	0.658908247947693	0.485991418361664	3.62856078147888
10	44.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
